"gene_id","feature_id","sample_id","annotation_source","function_category","pathway","ko_id","count","abundance"
"gene_036","ASV062","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",78,0.01157957
"gene_036","ASV062","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",77,0.0115894
"gene_036","ASV062","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",52,0.00784787
"gene_036","ASV062","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",69,0.01044821
"gene_036","ASV062","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",79,0.01229381
"gene_036","ASV062","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",56,0.00755735
"gene_036","ASV062","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",86,0.01132175
"gene_036","ASV062","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",59,0.00787717
"gene_036","ASV062","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",78,0.01011411
"gene_036","ASV062","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",68,0.00899471
"gene_036","ASV062","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",79,0.01064116
"gene_037","ASV033","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00528618
"gene_037","ASV033","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",34,0.00629164
"gene_037","ASV033","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00535945
"gene_037","ASV033","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",28,0.00515844
"gene_037","ASV033","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",23,0.00430631
"gene_037","ASV033","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",22,0.00428516
"gene_037","ASV033","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",39,0.00722624
"gene_037","ASV033","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.00473126
"gene_037","ASV033","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",37,0.00698245
"gene_037","ASV033","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",31,0.00602878
"gene_037","ASV033","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.003861
"gene_037","ASV033","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",41,0.00752984
"gene_037","ASV033","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",39,0.0060437
"gene_037","ASV033","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00430523
"gene_037","ASV033","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",30,0.00451535
"gene_037","ASV033","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",35,0.00528222
"gene_037","ASV033","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",28,0.00423985
"gene_037","ASV033","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",20,0.00311236
"gene_037","ASV033","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",39,0.00526316
"gene_037","ASV033","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.00329121
"gene_037","ASV033","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",45,0.00600801
"gene_037","ASV033","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",34,0.00440871
"gene_037","ASV033","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.00277778
"gene_037","ASV033","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",34,0.00457974
"gene_038","ASV006","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",98,0.01786365
"gene_038","ASV006","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",77,0.0142487
"gene_038","ASV006","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",69,0.0127518
"gene_038","ASV006","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",98,0.01805453
"gene_038","ASV006","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",80,0.01497847
"gene_038","ASV006","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",45,0.0087651
"gene_038","ASV006","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",77,0.01426719
"gene_038","ASV006","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",96,0.01816805
"gene_038","ASV006","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",79,0.01490847
"gene_038","ASV006","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",75,0.01458576
"gene_038","ASV006","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",91,0.01673102
"gene_038","ASV006","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",107,0.01965106
"gene_038","ASV006","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",89,0.01379203
"gene_038","ASV006","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",72,0.01068884
"gene_038","ASV006","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",105,0.01580373
"gene_038","ASV006","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",67,0.01011168
"gene_038","ASV006","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",84,0.01271956
"gene_038","ASV006","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",90,0.0140056
"gene_038","ASV006","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",75,0.01012146
"gene_038","ASV006","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",106,0.01395471
"gene_038","ASV006","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",115,0.01535381
"gene_038","ASV006","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",96,0.01244813
"gene_038","ASV006","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",80,0.01058201
"gene_038","ASV006","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",68,0.00915948
"gene_039","ASV020","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",41,0.00747357
"gene_039","ASV020","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",32,0.00592154
"gene_039","ASV020","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",28,0.00517464
"gene_039","ASV020","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",36,0.00663228
"gene_039","ASV020","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",34,0.00636585
"gene_039","ASV020","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",31,0.00603818
"gene_039","ASV020","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",51,0.00944969
"gene_039","ASV020","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",61,0.01154428
"gene_039","ASV020","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",62,0.01170032
"gene_039","ASV020","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",47,0.00914041
"gene_039","ASV020","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",57,0.01047987
"gene_039","ASV020","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",66,0.01212121
"gene_039","ASV020","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",97,0.01503177
"gene_039","ASV020","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",90,0.01336105
"gene_039","ASV020","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",77,0.0115894
"gene_039","ASV020","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",63,0.009508
"gene_039","ASV020","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",86,0.01302241
"gene_039","ASV020","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",65,0.01011516
"gene_039","ASV020","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",132,0.01781377
"gene_039","ASV020","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",115,0.01513955
"gene_039","ASV020","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",60,0.00801068
"gene_039","ASV020","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",81,0.01050311
"gene_039","ASV020","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",124,0.01640212
"gene_039","ASV020","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",114,0.0153556
"gene_040","ASV084","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",56,0.0102078
"gene_040","ASV084","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",89,0.01646928
"gene_040","ASV084","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",99,0.01829606
"gene_040","ASV084","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",80,0.01473839
"gene_040","ASV084","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",90,0.01685078
"gene_040","ASV084","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",94,0.01830931
"gene_040","ASV084","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",165,0.03057254
"gene_040","ASV084","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",115,0.02176382
"gene_040","ASV084","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",113,0.02132478
"gene_040","ASV084","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",121,0.0235317
"gene_040","ASV084","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",134,0.02463688
"gene_040","ASV084","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",150,0.02754821
"gene_040","ASV084","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",148,0.02293507
"gene_040","ASV084","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",162,0.02404988
"gene_040","ASV084","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",205,0.03085491
"gene_040","ASV084","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",157,0.02369454
"gene_040","ASV084","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",156,0.02362205
"gene_040","ASV084","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",160,0.02489885
"gene_040","ASV084","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",219,0.02955466
"gene_040","ASV084","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",228,0.0300158
"gene_040","ASV084","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",229,0.0305741
"gene_040","ASV084","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",308,0.03993776
"gene_040","ASV084","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",279,0.03690476
"gene_040","ASV084","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",284,0.03825431
"gene_041","ASV048","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",93,0.01695224
"gene_041","ASV048","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",93,0.01720947
"gene_041","ASV048","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",115,0.021253
"gene_041","ASV048","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",105,0.01934414
"gene_041","ASV048","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",114,0.02134432
"gene_041","ASV048","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",88,0.01714063
"gene_041","ASV048","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",59,0.010932
"gene_041","ASV048","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",47,0.00889478
"gene_041","ASV048","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",54,0.0101906
"gene_041","ASV048","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",66,0.01283547
"gene_041","ASV048","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",58,0.01066372
"gene_041","ASV048","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",48,0.00881543
"gene_041","ASV048","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",45,0.0069735
"gene_041","ASV048","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",76,0.01128266
"gene_041","ASV048","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",70,0.01053582
"gene_041","ASV048","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",47,0.00709327
"gene_041","ASV048","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",67,0.01014537
"gene_041","ASV048","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",55,0.00855898
"gene_041","ASV048","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",60,0.00809717
"gene_041","ASV048","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",76,0.01000527
"gene_041","ASV048","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",79,0.0105474
"gene_041","ASV048","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",55,0.00713174
"gene_041","ASV048","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",69,0.00912698
"gene_041","ASV048","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",55,0.00740841
"gene_042","ASV058","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",154,0.02807145
"gene_042","ASV058","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",108,0.0199852
"gene_042","ASV058","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",125,0.02310109
"gene_042","ASV058","C04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",132,0.02431835
"gene_042","ASV058","C05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",111,0.02078262
"gene_042","ASV058","C06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",90,0.01753019
"gene_042","ASV058","T01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",64,0.01185844
"gene_042","ASV058","T02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",97,0.01835731
"gene_042","ASV058","T03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",94,0.0177392
"gene_042","ASV058","T04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",79,0.01536367
"gene_042","ASV058","T05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.01746645
"gene_042","ASV058","T06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",95,0.0174472
"gene_042","ASV058","M01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",87,0.0134821
"gene_042","ASV058","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",72,0.01068884
"gene_042","ASV058","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",102,0.0153522
"gene_042","ASV058","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",64,0.00965892
"gene_042","ASV058","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",89,0.01347668
"gene_042","ASV058","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",69,0.01073763
"gene_042","ASV058","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",79,0.01066127
"gene_042","ASV058","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",91,0.01197999
"gene_042","ASV058","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",88,0.011749
"gene_042","ASV058","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",87,0.01128112
"gene_042","ASV058","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",63,0.00833333
"gene_042","ASV058","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",92,0.01239224
"gene_043","ASV048","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",20,0.00364564
"gene_043","ASV048","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",26,0.00481125
"gene_043","ASV048","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",38,0.00702273
"gene_043","ASV048","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.00386883
"gene_043","ASV048","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",39,0.007302
"gene_043","ASV048","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",20,0.0038956
"gene_043","ASV048","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00537336
"gene_043","ASV048","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",28,0.00529902
"gene_043","ASV048","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.00471787
"gene_043","ASV048","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",23,0.00447297
"gene_043","ASV048","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",33,0.00606729
"gene_043","ASV048","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",33,0.00606061
"gene_043","ASV048","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",31,0.00480397
"gene_043","ASV048","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",28,0.00415677
"gene_043","ASV048","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",30,0.00451535
"gene_043","ASV048","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",26,0.00392394
"gene_043","ASV048","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",24,0.00363416
"gene_043","ASV048","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",26,0.00404606
"gene_043","ASV048","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",35,0.00472335
"gene_043","ASV048","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.0038178
"gene_043","ASV048","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",27,0.00360481
"gene_043","ASV048","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.0032417
"gene_043","ASV048","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00383598
"gene_043","ASV048","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",17,0.00228987
"gene_044","ASV073","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",26,0.00473934
"gene_044","ASV073","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",27,0.0049963
"gene_044","ASV073","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",19,0.00351137
"gene_044","ASV073","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00386883
"gene_044","ASV073","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",16,0.00299569
"gene_044","ASV073","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",24,0.00467472
"gene_044","ASV073","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",23,0.00426163
"gene_044","ASV073","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",29,0.00548827
"gene_044","ASV073","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",18,0.00339687
"gene_044","ASV073","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",21,0.00408401
"gene_044","ASV073","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",23,0.00422872
"gene_044","ASV073","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",18,0.00330579
"gene_044","ASV073","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",35,0.00542383
"gene_044","ASV073","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",19,0.00282067
"gene_044","ASV073","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",22,0.00331126
"gene_044","ASV073","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",19,0.00286749
"gene_044","ASV073","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",31,0.00469412
"gene_044","ASV073","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",23,0.00357921
"gene_044","ASV073","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",19,0.0025641
"gene_044","ASV073","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",27,0.0035545
"gene_044","ASV073","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",24,0.00320427
"gene_044","ASV073","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",28,0.00363071
"gene_044","ASV073","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",31,0.00410053
"gene_044","ASV073","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",30,0.00404095
"gene_045","ASV010","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",74,0.01348888
"gene_045","ASV010","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",84,0.01554404
"gene_045","ASV010","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",66,0.01219738
"gene_045","ASV010","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",105,0.01934414
"gene_045","ASV010","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",92,0.01722524
"gene_045","ASV010","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",78,0.01519283
"gene_045","ASV010","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",161,0.02983139
"gene_045","ASV010","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",153,0.02895534
"gene_045","ASV010","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",191,0.03604454
"gene_045","ASV010","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",141,0.02742124
"gene_045","ASV010","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",143,0.0262916
"gene_045","ASV010","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",161,0.02956841
"gene_045","ASV010","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",165,0.0255695
"gene_045","ASV010","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",242,0.03592637
"gene_045","ASV010","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",207,0.03115593
"gene_045","ASV010","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",237,0.03576819
"gene_045","ASV010","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",176,0.02665051
"gene_045","ASV010","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",204,0.03174603
"gene_045","ASV010","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",196,0.02645074
"gene_045","ASV010","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",299,0.03936282
"gene_045","ASV010","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",231,0.03084112
"gene_045","ASV010","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",336,0.04356846
"gene_045","ASV010","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",196,0.02592593
"gene_045","ASV010","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",236,0.03178879
"gene_046","ASV087","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",62,0.01130149
"gene_046","ASV087","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",52,0.0096225
"gene_046","ASV087","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",69,0.0127518
"gene_046","ASV087","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",54,0.00994842
"gene_046","ASV087","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",77,0.01441678
"gene_046","ASV087","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",55,0.01071289
"gene_046","ASV087","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",100,0.01852881
"gene_046","ASV087","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",91,0.0172218
"gene_046","ASV087","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",98,0.01849406
"gene_046","ASV087","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",112,0.02178141
"gene_046","ASV087","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",82,0.0150763
"gene_046","ASV087","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",99,0.01818182
"gene_046","ASV087","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",153,0.0237099
"gene_046","ASV087","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",143,0.02122922
"gene_046","ASV087","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",128,0.0192655
"gene_046","ASV087","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",154,0.02324177
"gene_046","ASV087","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",137,0.020745
"gene_046","ASV087","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",141,0.02194211
"gene_046","ASV087","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",163,0.0219973
"gene_046","ASV087","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",179,0.02356503
"gene_046","ASV087","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",183,0.02443258
"gene_046","ASV087","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",119,0.0154305
"gene_046","ASV087","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",136,0.01798942
"gene_046","ASV087","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",194,0.02613147
"gene_047","ASV052","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",120,0.02187386
"gene_047","ASV052","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",93,0.01720947
"gene_047","ASV052","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",154,0.02846054
"gene_047","ASV052","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",114,0.02100221
"gene_047","ASV052","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",141,0.02639955
"gene_047","ASV052","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",111,0.02162057
